Offer Title,Price,Currency,Offered By,Brand,Model,Version,Year,Mileage,Engine Capacity,Fuel Type,Power,Body Type,Transmission,Number of Doors,Number of Seats,Color,Condition,Registration Number,Drive,City Fuel Consumption,Registered in Poland,Accident Free,Tuning,Car Link
Mazda MX-5 SKYACTIV-G 160 i-ELOOP Sports-Line,77000,PLN,Prywatne,Mazda,MX-5,SKYACTIV-G 160 i-ELOOP Sports-Line,2017,43 793 km,1 998 cm3,Benzyna,160 KM,Kabriolet,Manualna,2,2,Szary,Używane,Tak,Na tylne koła,"8,80 l/100km",Tak,,,https://www.otomoto.pl/osobowe/oferta/mazda-mx-5-2-0-160km-europa-szpera-lsd-manual-led-ID6GeMeD.html
Mazda 3,63000,PLN,Prywatne,Mazda,3,,2016,93 000 km,1 998 cm3,Benzyna,120 KM,Kompakt,Automatyczna,5,5,Czerwony,Używane,Tak,Na przednie koła,,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-3-pierwszy-wlasciciel-max-wyposazenie-salon-polska-ID6GoVzS.html
Mazda 6,59800,PLN,Prywatne,Mazda,6,,2015,66 750 km,1 998 cm3,Benzyna,165 KM,Kombi,Automatyczna,5,,Biały,Używane,Tak,,,,,,https://www.otomoto.pl/osobowe/oferta/mazda-6-mazda-6-skyactiv-g-kombi-ID6Gp1ON.html
Mazda CX-5 SKYACTIV-G 160 Drive AWD Exclusive-Line,79900,PLN,Prywatne,Mazda,CX-5,SKYACTIV-G 160 Drive AWD Exclusive-Line,2016,93 000 km,1 998 cm3,Benzyna,160 KM,SUV,Automatyczna,5,5,Czerwony,Używane,Tak,4x4 (stały),8 l/100km,Tak,,,https://www.otomoto.pl/osobowe/oferta/mazda-cx-5-serwisowany-w-aso-z-nowym-akumulatorem-gotowy-do-jazdy-ID6Gp1N5.html
Mazda 2 1.3 Comfort,14300,PLN,Prywatne,Mazda,2,1.3 Comfort,2009,72 000 km,1 349 cm3,Benzyna,75 KM,Kompakt,Manualna,3,5,Zielony,Używane,Tak,Na przednie koła,6 l/100km,,,,https://www.otomoto.pl/osobowe/oferta/mazda-2-okazja-ID6Gp1MF.html
Mazda 2 1.5 Skypassion,41999,PLN,Prywatne,Mazda,2,1.5 Skypassion,2016,65 000 km,1 496 cm3,Benzyna,90 KM,Kompakt,Manualna,5,5,Czarny,Używane,Tak,Na przednie koła,,Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-2-bezwypadkowy-tempomat-nawigacja-bluetooth-ID6GkfFw.html
Mazda 6 2.0 16V Touring,2999,PLN,Prywatne,Mazda,6,2.0 16V Touring,2003,251 000 km,1 999 cm3,Benzyna,141 KM,Kombi,Manualna,5,5,Srebrny,Używane,,,11 l/100km,,,,https://www.otomoto.pl/osobowe/oferta/mazda-6-mazda6-2-0benzyna-2003technicznecalkowicesprawneklimadlugieoplaty-ID6GpLB5.html
Mazda MX-5 RF SKYACTIV-G 132 Exclusive-Line,94000,PLN,Prywatne,Mazda,MX-5,RF SKYACTIV-G 132 Exclusive-Line,2019,14 000 km,1 496 cm3,Benzyna,132 KM,Kabriolet,Manualna,2,,Czerwony,Używane,,,"8,20 l/100km",,,,https://www.otomoto.pl/osobowe/oferta/mazda-mx-5-rf-na-gwarancji-do-2024-przebieg-15000km-jak-nowa-lekko-uszkodzona-ID6DVT28.html
Mazda MX-5 RF SKYACTIV-G 160 I-ELOOP Sports-Line,59900,PLN,Prywatne,Mazda,MX-5,RF SKYACTIV-G 160 I-ELOOP Sports-Line,2020,32 882 km,1 998 cm3,Benzyna,160 KM,Kabriolet,Automatyczna,2,2,Czerwony,Używane,Tak,Na tylne koła,"8,40 l/100km",,,,https://www.otomoto.pl/osobowe/oferta/mazda-mx-5-2020r-skyactive-maly-przebieg-oplacona-ID6Gjwee.html
Mazda 6 SKYACTIV-G 192 Drive i-ELOOP Sports-Line,59900,PLN,Prywatne,Mazda,6,SKYACTIV-G 192 Drive i-ELOOP Sports-Line,2016,110 000 km,2 488 cm3,Benzyna,192 KM,Sedan,Automatyczna,4,5,Czarny,Używane,Tak,Na przednie koła,"8,50 l/100km",,,,https://www.otomoto.pl/osobowe/oferta/mazda-6-ID6Gp1wc.html
Mazda 3 2.0 mHEV Exclusive Line,44900,PLN,Prywatne,Mazda,3,2.0 mHEV Exclusive Line,2015,166 000 km,1 998 cm3,Benzyna,150 KM,Sedan,Automatyczna,4,,Czarny,Używane,Tak,Na przednie koła,,Tak,,,https://www.otomoto.pl/osobowe/oferta/mazda-3-mazda-3-bm-2-0-benzyna-automat-bogate-wyposazenie-ID6G9kml.html
Mazda CX-5 SKYACTIV-G 165 Exclusive-Line,96666,PLN,Prywatne,Mazda,CX-5,SKYACTIV-G 165 Exclusive-Line,2018,99 282 km,1 998 cm3,Benzyna,165 KM,SUV,Manualna,5,5,Czarny,Używane,Tak,,"7,10 l/100km",Tak,Tak,,https://www.otomoto.pl/osobowe/oferta/mazda-cx-5-2-0-full-led-kamera-nawigacja-asystent-pasa-martwej-strefy-ID6GoPD6.html
Mazda MX-5,35000,PLN,Prywatne,Mazda,MX-5,,2006,247 000 km,1 999 cm3,Benzyna,160 KM,Kabriolet,Manualna,2,,Czerwony,Używane,Tak,Na tylne koła,,Tak,,,https://www.otomoto.pl/osobowe/oferta/mazda-mx-5-mazda-mx-5-nc-2-5-ID6GmuaS.html
